"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"GoogleCrashHandler64","0","144","4399427584","266240","1699840","8648",,,,,,,,"Process","4",,,,,,"144","8104",".","0","",,,,,"8648","8648","1699840","1699840","133632","133632","1794048","1794048","6557696","6557696","107606016","4402573312",,,"1699840","1699840",,"GoogleCrashHandler64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"104460288","4399427584","False",,,,"266240","266240",,
"Idle","0","0","8192","8192","57344","272",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"272","272","57344","57344","0","0","57344","57344","12288","12288","8192","8192",,,"57344","57344",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"8192","8192","False",,,,"8192","8192",,
"LightingService","0","344","44412928","2306048","2383872","10728",,,,,,,,"Process","8",,,,,,"344","3104",".","0","",,,,,"10728","10728","2383872","2383872","93024","93024","2863104","2863104","8974336","8974336","53587968","53587968",,,"2383872","2383872",,"LightingService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"44412928","44412928","False",,,,"2306048","2306048",,
"lsass","0","1518","2203412795392","14225408","8036352","30824",,,,,,,,"Process","9",,,,,,"1518","732",".","0","",,,,,"30824","30824","8036352","8036352","149208","149208","8417280","8417280","18530304","18530304","97202176","2203415425024",,,"8036352","8036352",,"lsass",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"94572544","2203412795392","False",,,,"14225408","14225408",,
"Memory Compression","0","0","442761216","374751232","1216512","0",,,,,,,,"Process","8",,,,,,"0","1976",".","0","",,,,,"0","0","1216512","1216512","4224","4224","1257472","1257472","538271744","538271744","610664448","610664448",,,"1216512","1216512",,"Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"442761216","442761216","False",,,,"374751232","374751232",,
"MSI_ActiveX_Service","0","713","210026496","8441856","26488832","34040",,,,,,,,"Process","8",,,,,,"713","3092",".","0","",,,,,"34040","34040","26488832","26488832","271552","271552","27226112","27226112","29343744","29343744","219516928","219516928",,,"26488832","26488832",,"MSI_ActiveX_Service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"210026496","210026496","False",,,,"8441856","8441856",,
"MSIAfterburner","5","559","217907200","5234688","19619840","27552",,,"69.640625",,,,,"Process","6",,,,,,"559","4268",".","0","",,,,,"27552","27552","19619840","19619840","361256","361256","53841920","53841920","63180800","63180800","235077632","235077632",,,"19619840","19619840","00:00:45.6406250","MSIAfterburner",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:09.6406250","00:00:24","217907200","217907200","False",,,,"5234688","5234688",,
"MsiGamingOSD_x64","5","305","5023141888","581632","37072896","21856",,,"0.140625",,,,,"Process","6",,,,,,"305","9256",".","0","",,,,,"21856","21856","37072896","37072896","508872","508872","37404672","37404672","33058816","33058816","763576320","5058543616",,,"37072896","37072896","00:00:00.0937500","MsiGamingOSD_x64",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0468750","728174592","5023141888","False",,,,"581632","581632",,
"MsiGamingOSD_x86","5","324","254328832","782336","26927104","23472",,,"0.171875",,,,,"Process","6",,,,,,"324","12228",".","0","",,,,,"23472","23472","26927104","26927104","420224","420224","27475968","27475968","28418048","28418048","266272768","266272768",,,"26927104","26927104","00:00:00.0781250","MsiGamingOSD_x86",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0937500","254328832","254328832","False",,,,"782336","782336",,
"MsMpEng","0","949","2204251045888","186740736","241233920","79016",,,,,,,,"Process","8",,,,,,"949","3216",".","0","",,,,,"79016","79016","241233920","241233920","643000","643000","937762816","937762816","857989120","857989120","1321590784","2204639813632",,,"241233920","241233920",,"MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"932823040","2204251045888","False",,,,"186740736","186740736",,
"muachost","5","175","81043456","962560","1925120","12704",,,"0.015625",,,,,"Process","6",,,,,,"175","7116",".","0","",,,,,"12704","12704","1925120","1925120","160144","160144","2215936","2215936","9383936","9383936","88584192","88584192",,,"1925120","1925120","00:00:00.0156250","muachost",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","81043456","81043456","False",,,,"962560","962560",,
"NisSrv","0","200","2203446120448","7639040","9355264","13160",,,,,,,,"Process","8",,,,,,"200","6268",".","0","",,,,,"13160","13160","9355264","9355264","147320","147320","11141120","11141120","13643776","13643776","144785408","2203463008256",,,"9355264","9355264",,"NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"127897600","2203446120448","False",,,,"7639040","7639040",,
"notepad++","5","255","4498878464","23900160","13783040","16856","D:\Programs\Notepad++\notepad++.exe","Don HO don.h@free.fr","0.5625","7.71","7.71","Notepad++ : a free (GNU) source code editor","Notepad++","Process","8",,"False",,"2028","Microsoft.Win32.SafeHandles.SafeProcessHandle","255","1564",".","919604","D:\Documents\Scripting\powershell\Start-program - Notepad++","System.Diagnostics.ProcessModule (notepad++.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16856","16856","13783040","13783040","294136","294136","14159872","14159872","24047616","24047616","227434496","4522401792","True","Normal","13783040","13783040","00:00:00.4375000","notepad++","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 7:11:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.1250000","203911168","4498878464","False",,,,"23900160","23900160",,
"nvcontainer","0","683","2203522060288","11976704","10973184","69208",,,,,,,,"Process","8",,,,,,"683","3084",".","0","",,,,,"69208","69208","10973184","10973184","304664","304664","12034048","12034048","33320960","33320960","211574784","2203529797632",,,"10973184","10973184",,"nvcontainer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"203837440","2203522060288","False",,,,"11976704","11976704",,
"nvcontainer","5","347","2203514220544","20766720","9408512","21240","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe","","0.984375","","","","","Process","8",,"False",,"3680","Microsoft.Win32.SafeHandles.SafeProcessHandle","347","5776",".","0","","System.Diagnostics.ProcessModule (nvcontainer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21240","21240","9408512","9408512","286016","286016","13455360","13455360","28512256","28512256","224731136","2203542953984","True","Normal","9408512","9408512","00:00:00.7968750","nvcontainer","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9843750","00:00:00.1875000","195997696","2203514220544","False",,,,"20766720","20766720",,
"nvcontainer","5","505","2203611107328","38215680","41422848","50424","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe","","12.8125","","","","","Process","8",,"False",,"4684","Microsoft.Win32.SafeHandles.SafeProcessHandle","505","6832",".","0","","System.Diagnostics.ProcessModule (nvcontainer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","50424","50424","41422848","41422848","290800","290800","143675392","143675392","151486464","151486464","339132416","2203657355264","True","Normal","41422848","41422848","00:00:03.5625000","nvcontainer","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:12.8125000","00:00:09.2500000","292884480","2203611107328","False",,,,"38215680","38215680",,
"NVDisplay.Container","0","274","2203445977088","6639616","3698688","12496",,,,,,,,"Process","8",,,,,,"274","1668",".","0","",,,,,"12496","12496","3698688","3698688","181512","181512","5791744","5791744","16502784","16502784","146173952","2203464396800",,,"3698688","3698688",,"NVDisplay.Container",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"127754240","2203445977088","False",,,,"6639616","6639616",,
"NVDisplay.Container","5","512","2203559731200","27115520","27770880","23280",,,,,,,,"Process","8",,,,,,"512","4288",".","0","",,,,,"23280","23280","27770880","27770880","324944","324944","34381824","34381824","46448640","46448640","250953728","2203569176576",,,"27770880","27770880",,"NVDisplay.Container",,"True","5","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"241508352","2203559731200","False",,,,"27115520","27115520",,
"NVIDIA Share","5","504","4951220224","26980352","44867584","27152","C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe","NVIDIA Corporation","0.28125","73.3683.1933.1","rel_03_19/82ba877","NVIDIA Share","NVIDIA Share","Process","8",,"False",,"3328","Microsoft.Win32.SafeHandles.SafeProcessHandle","504","4868",".","0","","System.Diagnostics.ProcessModule (NVIDIA Share.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27152","27152","44867584","44867584","690576","690576","421998592","421998592","126492672","126492672","944263168","5239230464","True","Normal","44867584","44867584","00:00:00.1718750","NVIDIA Share","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.1093750","656252928","4951220224","False",,,,"26980352","26980352",,
"NVIDIA Share","5","723","4699049984","41869312","16015360","34960","C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe","NVIDIA Corporation","5.4375","73.3683.1933.1","rel_03_19/82ba877","NVIDIA Share","NVIDIA Share","Process","8",,"False",,"4376","Microsoft.Win32.SafeHandles.SafeProcessHandle","723","7624",".","66460","NVIDIA GeForce Overlay","System.Diagnostics.ProcessModule (NVIDIA Share.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34960","34960","16015360","16015360","675088","675088","17186816","17186816","52056064","52056064","445890560","4740857856","True","Normal","16015360","16015360","00:00:03.1875000","NVIDIA Share","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.4375000","00:00:02.2500000","404082688","4699049984","False",,,,"41869312","41869312",,
"NVIDIA Share","5","332","4841136128","64618496","58982400","33512","C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe","NVIDIA Corporation","4.890625","73.3683.1933.1","rel_03_19/82ba877","NVIDIA Share","NVIDIA Share","Process","8",,"False",,"3116","Microsoft.Win32.SafeHandles.SafeProcessHandle","332","11224",".","0","","System.Diagnostics.ProcessModule (NVIDIA Share.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33512","33512","58982400","58982400","521000","521000","65847296","65847296","80605184","80605184","548855808","4843823104","True","Normal","58982400","58982400","00:00:00.6875000","NVIDIA Share","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.8906250","00:00:04.2031250","546168832","4841136128","False",,,,"64618496","64618496",,
"NVIDIA Web Helper","5","675","328314880","9588736","34201600","80968","C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe","Node.js","2.703125","11.13.0","11.13.0","NVIDIA Web Helper Service","Node.js","Process","6",,"False",,"1700","Microsoft.Win32.SafeHandles.SafeProcessHandle","675","2568",".","0","","System.Diagnostics.ProcessModule (NVIDIA Web Helper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","80968","80968","34201600","34201600","362544","362544","43266048","43266048","66928640","66928640","342327296","342327296","True","BelowNormal","34201600","34201600","00:00:01.0625000","NVIDIA Web Helper","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7031250","00:00:01.6406250","328314880","328314880","False",,,,"9588736","9588736",,
"nvsphelper64","5","200","4441243648","10313728","4980736","13296",,,"0.453125",,,,,"Process","8",,,,,,"200","7888",".","0","",,,,,"13296","13296","4980736","4980736","213536","213536","5165056","5165056","13144064","13144064","152567808","4447535104",,,"4980736","4980736","00:00:00.2656250","nvsphelper64",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","00:00:00.1875000","146276352","4441243648","False",,,,"10313728","10313728",,
"NvTelemetryContainer","0","284","2203446304768","9474048","5074944","15096",,,,,,,,"Process","8",,,,,,"284","3152",".","0","",,,,,"15096","15096","5074944","5074944","178520","178520","8531968","8531968","18739200","18739200","138084352","2203456307200",,,"5074944","5074944",,"NvTelemetryContainer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"128081920","2203446304768","False",,,,"9474048","9474048",,
"OriginWebHelperService","0","362","106041344","8470528","5922816","24400",,,,,,,,"Process","4",,,,,,"362","4348",".","0","",,,,,"24400","24400","5922816","5922816","190328","190328","6156288","6156288","20389888","20389888","121188352","121188352",,,"5922816","5922816",,"OriginWebHelperService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"106041344","106041344","False",,,,"8470528","8470528",,
"powershell","5","657","2204072177664","125087744","128090112","39864","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","1.9375","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4204","Microsoft.Win32.SafeHandles.SafeProcessHandle","657","7824",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39864","39864","128090112","128090112","544104","544104","130592768","130592768","126083072","126083072","778371072","2204096593920","True","Normal","128090112","128090112","00:00:00.4687500","powershell","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 7:10:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9375000","00:00:01.4687500","753954816","2204072177664","False",,,,"125087744","125087744",,
"powershell","5","670","2204027330560","72429568","62627840","30280","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","0.84375","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"3652","Microsoft.Win32.SafeHandles.SafeProcessHandle","670","14104",".","853696","Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30280","30280","62627840","62627840","505720","505720","66523136","66523136","74924032","74924032","725450752","2204043673600","True","Normal","62627840","62627840","00:00:00.3281250","powershell","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:44:02 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8437500","00:00:00.5156250","709107712","2204027330560","False",,,,"72429568","72429568",,
"powershell_ise","5","1091","5642330112","202035200","219951104","73056","C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft Corporation","49.4375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"4804","Microsoft.Win32.SafeHandles.SafeProcessHandle","1091","6088",".","1772238","Windows PowerShell ISE","System.Diagnostics.ProcessModule (powershell_ise.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","73056","73056","219951104","219951104","1093680","1093680","225521664","225521664","207355904","207355904","1444151296","5739118592","True","Normal","219951104","219951104","00:00:17.4531250","powershell_ise","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:44:08 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:49.5000000","00:00:32.0468750","1347362816","5642330112","False",,,,"202035200","202035200",,
"Registry","0","0","99504128","31084544","925696","15504",,,,,,,,"Process","8",,,,,,"0","120",".","0","",,,,,"15504","15504","925696","925696","198568","198568","105558016","105558016","171663360","171663360","203468800","203468800",,,"925696","925696",,"Registry",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"99504128","99504128","False",,,,"31084544","31084544",,
"RTSS","5","306","109088768","1163264","7032832","18616",,,"0.640625",,,,,"Process","6",,,,,,"306","6824",".","0","",,,,,"18616","18616","7032832","7032832","213592","213592","17321984","17321984","32346112","32346112","130678784","130678784",,,"7032832","7032832","00:00:00.4531250","RTSS",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6406250","00:00:00.1875000","109088768","109088768","False",,,,"1163264","1163264",,
"RTSSHooksLoader64","5","98","4399595520","1110016","5140480","10192",,,"0.09375",,,,,"Process","6",,,,,,"98","5888",".","0","",,,,,"10192","10192","5140480","5140480","125144","125144","7053312","7053312","10407936","10407936","142688256","4437655552",,,"5140480","5140480","00:00:00.0937500","RTSSHooksLoader64",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00","104628224","4399595520","False",,,,"1110016","1110016",,
"rundll32","5","132","2203419664384","8400896","4612096","9784","C:\Windows\system32\rundll32.exe","Microsoft Corporation","0.09375","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Windows host process (Rundll32)","Microsoft? Windows? Operating System","Process","8",,"False",,"4532","Microsoft.Win32.SafeHandles.SafeProcessHandle","132","7736",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","4612096","4612096","129528","129528","5033984","5033984","10031104","10031104","104607744","2203422830592","True","Normal","4612096","4612096","00:00:00.0937500","rundll32","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:47:26 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00","101441536","2203419664384","False",,,,"8400896","8400896",,
"RuntimeBroker","5","317","2203488489472","21237760","6234112","16360","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.21875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4488","Microsoft.Win32.SafeHandles.SafeProcessHandle","317","4020",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16360","16360","6234112","6234112","264672","264672","7172096","7172096","29302784","29302784","185020416","2203503243264","True","Normal","6234112","6234112","00:00:00.1406250","RuntimeBroker","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:01 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0781250","170266624","2203488489472","False",,,,"21237760","21237760",,
"RuntimeBroker","5","602","2203557081088","36425728","11649024","24936","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.8125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"804","Microsoft.Win32.SafeHandles.SafeProcessHandle","602","9100",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24936","24936","11649024","11649024","354184","354184","13238272","13238272","40603648","40603648","318488576","2203636711424","True","Normal","11649024","11649024","00:00:00.8750000","RuntimeBroker","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8125000","00:00:00.9375000","238858240","2203557081088","False",,,,"36425728","36425728",,
"RuntimeBroker","5","398","2203483901952","24084480","6041600","21208","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.171875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4788","Microsoft.Win32.SafeHandles.SafeProcessHandle","398","10692",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21208","21208","6041600","6041600","256592","256592","7733248","7733248","29601792","29601792","212213760","2203530436608","True","Normal","6041600","6041600","00:00:01.1406250","RuntimeBroker","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1718750","00:00:01.0312500","165679104","2203483901952","False",,,,"24084480","24084480",,
"RuntimeBroker","5","260","2203482185728","20328448","5664768","15136","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.234375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"1220","Microsoft.Win32.SafeHandles.SafeProcessHandle","260","12236",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15136","15136","5664768","5664768","246640","246640","7188480","7188480","26255360","26255360","184299520","2203502522368","True","Normal","5664768","5664768","00:00:00.1562500","RuntimeBroker","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:01 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0781250","163962880","2203482185728","False",,,,"20328448","20328448",,
"RuntimeBroker","5","358","2203490111488","25202688","6336512","18864","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.53125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4108","Microsoft.Win32.SafeHandles.SafeProcessHandle","358","12828",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18864","18864","6336512","6336512","264024","264024","8474624","8474624","31129600","31129600","279093248","2203597316096","True","Normal","6336512","6336512","00:00:00.2187500","RuntimeBroker","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5312500","00:00:00.3125000","171888640","2203490111488","False",,,,"25202688","25202688",,
"RuntimeBroker","5","124","2203406462976","6533120","1875968","7656","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"1252","Microsoft.Win32.SafeHandles.SafeProcessHandle","124","13036",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7656","7656","1875968","1875968","105216","105216","2588672","2588672","12505088","12505088","106381312","2203424604160","True","Normal","1875968","1875968","00:00:00.0156250","RuntimeBroker","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","88240128","2203406462976","False",,,,"6533120","6533120",,
"SearchIndexer","0","775","2203698786304","42708992","37408768","73264",,,,,,,,"Process","8",,,,,,"775","8284",".","0","",,,,,"73264","73264","37408768","37408768","325624","325624","45625344","45625344","49725440","49725440","396431360","2203714654208",,,"37408768","37408768",,"SearchIndexer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"380563456","2203698786304","False",,,,"42708992","42708992",,
"SearchUI","5","1939","2238894059520","206327808","152047616","102680","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","11.6875","10.0.17763.592 (WinBuild.160101.0800)","10.0.17763.592","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"2848","Microsoft.Win32.SafeHandles.SafeProcessHandle","1939","11648",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","102680","102680","152047616","152047616","1098488","1098488","166019072","166019072","220823552","220823552","1224572928","2238902534144","True","Normal","152047616","152047616","00:00:02.6406250","SearchUI","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.6875000","00:00:09.0468750","1216098304","2238894059520","False",,,,"206327808","206327808",,
"SecurityHealthService","0","509","2203452112896","6778880","4919296","16920",,,,,,,,"Process","8",,,,,,"509","11476",".","0","",,,,,"16920","16920","4919296","4919296","200752","200752","5554176","5554176","15814656","15814656","142278656","2203460501504",,,"4919296","4919296",,"SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"133890048","2203452112896","False",,,,"6778880","6778880",,
"SecurityHealthSystray","5","157","2203445358592","7516160","3940352","9920","C:\Windows\System32\SecurityHealthSystray.exe","Microsoft Corporation","0.09375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows Security notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"1984","Microsoft.Win32.SafeHandles.SafeProcessHandle","157","10492",".","0","","System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9920","9920","3940352","3940352","182368","182368","4128768","4128768","9322496","9322496","130289664","2203448512512","True","Normal","3940352","3940352","00:00:00.0781250","SecurityHealthSystray","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:08 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0156250","127135744","2203445358592","False",,,,"7516160","7516160",,
"services","0","674","2203386216448","6098944","5439488","11256",,,,,,,,"Process","9",,,,,,"674","712",".","0","",,,,,"11256","11256","5439488","5439488","165696","165696","7188480","7188480","11431936","11431936","87814144","2203406036992",,,"5439488","5439488",,"services",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67993600","2203386216448","False",,,,"6098944","6098944",,
